time_ms,lat,lng,altitude_m,speed_kmh,course_deg,roll_deg,pitch_deg,yaw_deg,satellites,hdop
2262027,43.744573,-79.479322,195.1,0.04,24.0,2.61,0.0,24.0,12,0.56
2263092,43.744573,-79.479322,195.1,0.04,24.0,2.58,0.0,24.0,12,0.56
2264170,43.744573,-79.479322,195.1,0.04,24.0,2.55,0.0,24.0,12,0.56
2265271,43.744573,-79.479322,195.1,0.04,24.0,2.52,0.0,24.0,12,0.56
2266337,43.744573,-79.479322,195.1,0.04,24.0,2.49,0.0,24.0,12,0.56
2267406,43.744573,-79.479322,195.1,0.04,24.0,2.45,0.0,24.0,12,0.56
2268479,43.744576,-79.479322,195.1,0.04,24.0,2.42,29.67,24.0,12,0.56
2269545,43.744577,-79.479322,195.8,0.04,24.0,2.38,29.67,24.0,12,0.55
2270580,43.744577,-79.479321,195.8,0.04,24.0,2.35,29.67,24.0,12,0.55
2271599,43.744577,-79.479321,195.8,0.04,24.0,2.31,0.0,24.0,12,0.55
2272618,43.744577,-79.47932,195.7,0.04,24.0,2.27,0.0,24.0,12,0.55
2273637,43.744577,-79.47932,195.6,0.04,24.0,2.23,0.0,24.0,12,0.56
2274656,43.744577,-79.47932,195.5,0.11,24.0,2.19,0.0,24.0,12,0.58
2275677,43.744577,-79.47932,195.5,0.06,24.0,2.15,0.0,24.0,12,0.58
2276696,43.744577,-79.47932,195.4,0.04,24.0,2.1,0.0,24.0,12,0.55
2277715,43.744577,-79.47932,195.5,0.02,24.0,2.06,0.0,24.0,12,0.55
2278734,43.744576,-79.479319,195.5,0.07,24.0,2.02,0.0,24.0,12,0.55
2279753,43.744576,-79.479319,195.4,0.11,24.0,1.97,0.0,24.0,12,0.55
2280834,43.744576,-79.479318,195.2,0.04,24.0,1.93,0.0,24.0,12,0.56
2281903,43.744576,-79.479318,195.2,0.04,24.0,1.88,0.0,24.0,12,0.55
2282964,43.744577,-79.479318,195.2,0.04,24.0,1.83,0.0,24.0,12,0.55
2284050,43.744577,-79.479318,195.2,0.04,24.0,1.79,0.0,24.0,12,0.55
2285131,43.744577,-79.479318,195.2,0.04,24.0,1.74,0.0,24.0,12,0.55
2286197,43.744577,-79.479318,195.2,0.04,24.0,1.69,0.0,24.0,12,0.55
2287279,43.744577,-79.479318,195.2,0.04,24.0,1.64,0.0,24.0,12,0.55
2288353,43.744577,-79.479318,195.2,0.04,24.0,1.59,0.0,24.0,12,0.55
2289388,43.744577,-79.479318,195.2,0.04,24.0,1.54,0.0,24.0,12,0.55
2290509,43.744577,-79.479317,195.2,0.09,24.0,1.48,0.0,24.0,12,0.55
2291574,43.744577,-79.479317,195.0,0.19,24.0,1.43,0.0,24.0,12,0.55
2292593,43.744577,-79.479318,194.9,0.09,24.0,1.38,0.0,24.0,12,0.55
2293612,43.744578,-79.479318,195.1,0.02,24.0,1.32,0.0,24.0,12,0.56
2294633,43.744578,-79.479319,195.3,0.07,24.0,1.27,0.0,24.0,12,0.56
2295652,43.744578,-79.479319,195.4,0.07,24.0,1.22,0.0,24.0,12,0.55
2296671,43.744578,-79.479319,195.4,0.0,24.0,1.16,0.0,24.0,12,0.56
2297690,43.744578,-79.479319,195.3,0.04,24.0,1.11,0.0,24.0,12,0.56
2298715,43.744578,-79.47932,195.2,0.07,24.0,1.05,0.0,24.0,12,0.58
2299734,43.744578,-79.47932,195.3,0.06,24.0,0.99,0.0,24.0,12,0.6
2300752,43.744578,-79.47932,195.3,0.04,24.0,0.94,0.0,24.0,12,0.58
2301821,43.744577,-79.479321,195.2,0.0,24.0,0.88,0.0,24.0,12,0.6
2302886,43.744577,-79.479321,195.2,0.0,24.0,0.82,0.0,24.0,12,0.58
2304010,43.744578,-79.479321,195.3,0.0,24.0,0.76,0.0,24.0,12,0.58
2305047,43.744578,-79.479321,195.3,0.0,24.0,0.71,0.0,24.0,12,0.58
2306130,43.744578,-79.479321,195.3,0.0,24.0,0.65,0.0,24.0,12,0.58
2307187,43.744578,-79.479321,195.3,0.0,24.0,0.59,0.0,24.0,12,0.58
2308262,43.744578,-79.479321,195.3,0.0,24.0,0.53,0.0,24.0,12,0.58
2309336,43.744578,-79.479321,195.3,0.0,24.0,0.47,0.0,24.0,12,0.58
2310393,43.744578,-79.479321,195.3,0.0,24.0,0.41,0.0,24.0,12,0.58
2311474,43.744576,-79.479324,195.3,0.04,23.0,0.35,0.0,23.0,12,0.58
2312540,43.744576,-79.479324,195.3,0.06,23.0,0.29,-29.67,23.0,12,0.58
2313581,43.744575,-79.479325,194.7,0.0,23.0,0.23,-29.67,23.0,12,0.56
2314600,43.744575,-79.479325,194.6,0.09,23.0,0.17,-29.67,23.0,12,0.56
2315615,43.744575,-79.479325,194.7,0.06,23.0,0.11,0.0,23.0,12,0.57
2316631,43.744575,-79.479325,194.8,0.06,23.0,0.05,0.0,23.0,12,0.6
2317647,43.744575,-79.479326,194.5,0.04,23.0,-0.01,0.0,23.0,12,0.6
2318678,43.744575,-79.479326,194.4,0.04,23.0,-0.07,0.0,23.0,12,0.58
2319714,43.744574,-79.479325,194.5,0.02,23.0,-0.13,0.0,23.0,12,0.55
2320749,43.744572,-79.479323,194.5,0.06,23.0,-0.19,0.0,23.0,12,0.55
2321984,43.744571,-79.479321,194.4,0.04,23.0,-0.25,0.0,23.0,12,0.57
2323050,43.744571,-79.479321,194.4,0.04,23.0,-0.31,0.0,23.0,12,0.57
2324591,43.744571,-79.479321,194.4,0.04,23.0,-0.37,0.0,23.0,12,0.57
2325625,43.744571,-79.47932,194.6,0.02,23.0,-0.43,0.0,23.0,12,0.55
2326660,43.744571,-79.47932,194.7,0.04,23.0,-0.49,0.0,23.0,12,0.55
2327695,43.744571,-79.479319,194.8,0.04,23.0,-0.54,0.0,23.0,12,0.55
2328731,43.744572,-79.479318,194.9,0.02,23.0,-0.6,0.0,23.0,12,0.55
2329807,43.744572,-79.479317,195.0,0.02,23.0,-0.66,0.0,23.0,12,0.55
2330844,43.744573,-79.479318,195.0,0.06,23.0,-0.72,0.0,23.0,12,0.58
2332404,43.744574,-79.479318,195.1,0.06,23.0,-0.78,0.0,23.0,12,0.56
2333488,43.744575,-79.479319,195.1,0.0,23.0,-0.84,0.0,23.0,12,0.56
2334628,43.744576,-79.479319,195.1,0.0,23.0,-0.89,0.0,23.0,12,0.56
2335664,43.744576,-79.479319,194.9,0.04,23.0,-0.95,0.0,23.0,12,0.55
2336700,43.744576,-79.479319,194.8,0.07,23.0,-1.01,0.0,23.0,12,0.56
2337735,43.744576,-79.479319,194.8,0.02,23.0,-1.06,0.0,23.0,12,0.56
2338833,43.744577,-79.479318,194.8,0.04,23.0,-1.12,0.0,23.0,12,0.55
2340090,43.744577,-79.479317,194.7,0.04,23.0,-1.17,0.0,23.0,12,0.58
2341328,43.744577,-79.479317,194.7,0.04,23.0,-1.23,0.0,23.0,12,0.58
2342592,43.744577,-79.479317,194.7,0.04,23.0,-1.28,0.0,23.0,12,0.58
2343630,43.744578,-79.479316,194.6,0.04,243.0,-1.34,0.0,243.0,12,0.55
2344666,43.744579,-79.479316,194.5,0.04,243.0,-1.39,0.0,243.0,12,0.55
2345702,43.744579,-79.479317,194.3,0.04,243.0,-1.44,0.0,243.0,12,0.56
2346738,43.744579,-79.479316,194.3,0.0,243.0,-1.5,0.0,243.0,12,0.56
2347847,43.74458,-79.479316,194.0,0.0,243.0,-1.55,0.0,243.0,12,0.55
2349074,43.74458,-79.479316,193.8,0.0,243.0,-1.6,0.0,243.0,12,0.55
2350389,43.74458,-79.479316,193.8,0.0,243.0,-1.65,0.0,243.0,12,0.55
2351596,43.74458,-79.479316,193.8,0.06,243.0,-1.7,0.0,243.0,12,0.55
2352632,43.74458,-79.479316,193.9,0.04,243.0,-1.75,0.0,243.0,12,0.55
2353669,43.744581,-79.479316,193.9,0.07,243.0,-1.8,0.0,243.0,12,0.56
2354705,43.744582,-79.479316,193.8,0.02,243.0,-1.84,0.0,243.0,12,0.56
2355741,43.744582,-79.479316,194.0,0.06,243.0,-1.89,0.0,243.0,12,0.55
2356894,43.744582,-79.479317,194.0,0.09,243.0,-1.94,0.0,243.0,12,0.55
2358145,43.744582,-79.479317,194.0,0.09,243.0,-1.98,0.0,243.0,12,0.55
2359427,43.744582,-79.479317,194.0,0.09,243.0,-2.03,0.0,243.0,12,0.55
2360603,43.744582,-79.479315,194.0,0.06,243.0,-2.07,0.0,243.0,12,0.55
2361639,43.744582,-79.479314,194.2,0.04,243.0,-2.11,0.0,243.0,12,0.55
2362675,43.744581,-79.479312,194.2,0.0,243.0,-2.16,0.0,243.0,12,0.55
2363712,43.744581,-79.47931,194.2,0.04,243.0,-2.2,0.0,243.0,12,0.55
2364748,43.74458,-79.47931,194.2,0.0,243.0,-2.24,0.0,243.0,12,0.58
2365986,43.744579,-79.47931,194.4,0.06,243.0,-2.28,0.0,243.0,12,0.55
2367244,43.744579,-79.47931,194.4,0.06,243.0,-2.32,0.0,243.0,12,0.55
2368448,43.744579,-79.47931,194.4,0.06,243.0,-2.35,0.0,243.0,12,0.55
2369615,43.744579,-79.47931,194.4,0.07,243.0,-2.39,29.67,243.0,12,0.55
2370653,43.744579,-79.479312,195.1,0.0,243.0,-2.43,29.67,243.0,12,0.53
2371691,43.744579,-79.479314,195.2,0.04,243.0,-2.46,29.67,243.0,12,0.53
2372730,43.74458,-79.479315,195.6,0.02,243.0,-2.5,0.0,243.0,12,0.53
2373799,43.74458,-79.479315,195.7,0.02,243.0,-2.53,0.0,243.0,12,0.53
2375092,43.74458,-79.479317,196.1,0.04,243.0,-2.56,0.0,243.0,12,0.53
2376384,43.74458,-79.479317,196.1,0.04,243.0,-2.59,0.0,243.0,12,0.53
2377603,43.74458,-79.479317,196.1,0.04,243.0,-2.62,0.0,243.0,12,0.53
2378641,43.744582,-79.47932,196.0,0.06,243.0,-2.65,0.0,243.0,12,0.53
2379679,43.744583,-79.47932,195.9,0.02,243.0,-2.68,0.0,243.0,12,0.53
2380717,43.744584,-79.479321,195.9,0.0,243.0,-2.7,0.0,243.0,12,0.53
2381755,43.744585,-79.47932,195.9,0.06,243.0,-2.73,0.0,243.0,12,0.53
2383043,43.744587,-79.479319,195.7,0.06,243.0,-2.75,0.0,243.0,12,0.53
2384314,43.744587,-79.479319,195.7,0.06,243.0,-2.78,0.0,243.0,12,0.53
2385601,43.744587,-79.479319,195.7,0.06,243.0,-2.8,0.0,243.0,12,0.53
2386639,43.744586,-79.479316,195.7,0.0,243.0,-2.82,0.0,243.0,12,0.53
2387677,43.744585,-79.479315,195.8,0.02,243.0,-2.84,0.0,243.0,12,0.57
2388715,43.744585,-79.479315,195.7,0.04,243.0,-2.86,0.0,243.0,12,0.53
2389753,43.744584,-79.479314,195.6,0.09,243.0,-2.88,0.0,243.0,12,0.53
2391056,43.744583,-79.479314,195.2,0.02,243.0,-2.89,0.0,243.0,12,0.53
2392354,43.744583,-79.479314,195.2,0.02,243.0,-2.91,0.0,243.0,12,0.53
2393604,43.744583,-79.479314,195.2,0.02,243.0,-2.92,0.0,243.0,12,0.53
2394642,43.744583,-79.479313,195.2,0.06,243.0,-2.93,0.0,243.0,12,0.53
2395680,43.744582,-79.479314,195.4,0.02,243.0,-2.95,0.0,243.0,12,0.53
2396718,43.744583,-79.479314,195.5,0.02,243.0,-2.96,0.0,243.0,12,0.53
2397756,43.744583,-79.479314,195.7,0.0,243.0,-2.97,0.0,243.0,12,0.55
2399075,43.744583,-79.479315,196.0,0.0,243.0,-2.97,0.0,243.0,12,0.53
2400383,43.744583,-79.479315,196.0,0.0,243.0,-2.98,0.0,243.0,12,0.53
2401607,43.744583,-79.479315,196.0,0.0,243.0,-2.99,0.0,243.0,12,0.53
2402645,43.744585,-79.479316,196.1,0.04,243.0,-2.99,0.0,243.0,12,0.53
2403685,43.744586,-79.479316,195.9,0.02,243.0,-3.0,0.0,243.0,12,0.53
2404723,43.744586,-79.479316,195.9,0.02,243.0,-3.0,0.0,243.0,12,0.53
2405764,43.744587,-79.479316,196.0,0.06,243.0,-3.0,0.0,243.0,12,0.55
2407041,43.744587,-79.479318,195.9,0.02,243.0,-3.0,0.0,243.0,12,0.53
2408370,43.744587,-79.479318,195.9,0.02,243.0,-3.0,0.0,243.0,12,0.53
2409556,43.744587,-79.479318,195.9,0.02,243.0,-3.0,0.0,243.0,12,0.53
2410624,43.744588,-79.479321,195.9,0.04,243.0,-2.99,0.0,243.0,12,0.53
2411662,43.744588,-79.479322,196.2,0.02,243.0,-2.99,0.0,243.0,12,0.53
2412700,43.744589,-79.479324,196.2,0.07,243.0,-2.98,0.0,243.0,12,0.53
2413740,43.744589,-79.479325,196.4,0.04,243.0,-2.97,0.0,243.0,12,0.53
2414894,43.744588,-79.479327,196.6,0.09,243.0,-2.97,0.0,243.0,12,0.53
2416181,43.744588,-79.479327,196.8,0.09,243.0,-2.96,0.0,243.0,12,0.53
2417513,43.744588,-79.479327,196.8,0.09,243.0,-2.94,0.0,243.0,12,0.53
2418616,43.744587,-79.479328,197.0,0.04,243.0,-2.93,0.0,243.0,12,0.53
2419654,43.744586,-79.479328,197.3,0.04,243.0,-2.92,0.0,243.0,12,0.53
2420692,43.744587,-79.479328,197.4,0.02,243.0,-2.91,0.0,243.0,12,0.53
2421730,43.744587,-79.479328,197.3,0.06,243.0,-2.89,0.0,243.0,12,0.53
2422894,43.744587,-79.479328,197.1,0.06,243.0,-2.87,0.0,243.0,12,0.53
2424215,43.744587,-79.479328,197.2,0.06,243.0,-2.86,0.0,243.0,12,0.53
2425514,43.744587,-79.479328,197.2,0.06,243.0,-2.84,0.0,243.0,12,0.53
2426615,43.744586,-79.479325,197.2,0.02,243.0,-2.82,0.0,243.0,12,0.53
2427653,43.744586,-79.479324,197.2,0.04,243.0,-2.79,0.0,243.0,12,0.55
2428691,43.744585,-79.479324,197.3,0.0,243.0,-2.77,0.0,243.0,12,0.53
2429729,43.744585,-79.479324,197.2,0.06,243.0,-2.75,0.0,243.0,12,0.53
2430791,43.744584,-79.479323,197.4,0.07,243.0,-2.72,0.0,243.0,12,0.53
2432060,43.744583,-79.479324,197.7,0.02,243.0,-2.7,0.0,243.0,12,0.53
2433408,43.744583,-79.479324,197.7,0.02,243.0,-2.67,0.0,243.0,12,0.53
2434608,43.744583,-79.479324,197.7,0.02,243.0,-2.64,0.0,243.0,12,0.53
2435646,43.744584,-79.479325,197.9,0.04,243.0,-2.62,0.0,243.0,12,0.53
2436684,43.744585,-79.479325,198.1,0.04,243.0,-2.59,0.0,243.0,12,0.53
2437722,43.744585,-79.479325,198.1,0.02,243.0,-2.55,0.0,243.0,12,0.55
2438760,43.744586,-79.479326,198.3,0.0,243.0,-2.52,0.0,243.0,12,0.53
2440054,43.744588,-79.479327,198.6,0.06,243.0,-2.49,0.0,243.0,12,0.53
2441346,43.744588,-79.479327,198.6,0.06,243.0,-2.46,0.0,243.0,12,0.53
2442594,43.744588,-79.479327,198.6,0.06,243.0,-2.42,0.0,243.0,12,0.53
2443634,43.74459,-79.479328,198.8,0.04,243.0,-2.38,0.0,243.0,12,0.57
2444672,43.744591,-79.479328,198.9,0.06,243.0,-2.35,0.0,243.0,12,0.57
2445710,43.744591,-79.479328,198.8,0.02,243.0,-2.31,0.0,243.0,12,0.53
2446748,43.744592,-79.479328,198.7,0.02,243.0,-2.27,0.0,243.0,12,0.53
2448013,43.744593,-79.479328,198.6,0.0,243.0,-2.23,0.0,243.0,12,0.57
2449297,43.744593,-79.479328,198.6,0.0,243.0,-2.19,0.0,243.0,12,0.57
2450591,43.744593,-79.479328,198.6,0.0,243.0,-2.15,-29.67,243.0,12,0.57
2451629,43.74459,-79.479322,197.7,0.04,243.0,-2.11,-29.67,243.0,12,0.53
2452667,43.74459,-79.479322,197.6,0.02,243.0,-2.06,-29.67,243.0,12,0.53
2453707,43.744589,-79.479322,197.5,0.04,243.0,-2.02,0.0,243.0,12,0.53
2454745,43.744589,-79.479321,197.4,0.04,243.0,-1.98,0.0,243.0,12,0.53
2455955,43.744589,-79.479321,197.1,0.06,243.0,-1.93,0.0,243.0,12,0.53
2457259,43.744589,-79.479321,197.1,0.06,243.0,-1.88,0.0,243.0,12,0.53
2458575,43.744589,-79.479321,197.1,0.06,243.0,-1.84,0.0,243.0,12,0.53
2459620,43.744587,-79.479321,197.1,0.06,243.0,-1.79,0.0,243.0,12,0.53
2460658,43.744587,-79.479321,197.2,0.02,243.0,-1.74,0.0,243.0,12,0.53
2461696,43.744587,-79.47932,197.1,0.02,243.0,-1.69,0.0,243.0,12,0.53
2462734,43.744587,-79.47932,197.1,0.04,243.0,-1.64,0.0,243.0,12,0.53
2463852,43.744588,-79.47932,196.9,0.07,243.0,-1.59,0.0,243.0,12,0.54
2465144,43.744588,-79.47932,196.6,0.07,243.0,-1.54,0.0,243.0,12,0.53
2466450,43.744588,-79.47932,196.6,0.07,243.0,-1.49,0.0,243.0,12,0.53
2467610,43.744587,-79.479321,196.6,0.04,243.0,-1.44,0.0,243.0,12,0.53
2468699,43.744587,-79.479321,196.3,0.22,243.0,-1.38,0.0,243.0,12,0.54
2469739,43.744586,-79.479322,196.3,0.13,243.0,-1.33,0.0,243.0,12,0.53
2470877,43.744585,-79.479323,196.2,0.13,243.0,-1.28,0.0,243.0,12,0.53
2472181,43.744583,-79.47932,195.9,0.13,243.0,-1.22,0.0,243.0,12,0.53
2473505,43.744583,-79.47932,195.9,0.13,243.0,-1.17,-29.67,243.0,12,0.53
2474614,43.74458,-79.479315,195.3,0.02,243.0,-1.11,-29.67,243.0,12,0.53
2475652,43.74458,-79.479315,195.1,0.0,243.0,-1.05,-29.67,243.0,12,0.53
2476690,43.74458,-79.479315,195.0,0.0,243.0,-1.0,0.0,243.0,12,0.53
2477728,43.74458,-79.479316,194.9,0.06,243.0,-0.94,0.0,243.0,12,0.53
2478789,43.744581,-79.479316,194.9,0.04,243.0,-0.88,0.0,243.0,12,0.53
2480091,43.744582,-79.479316,194.8,0.02,243.0,-0.83,0.0,243.0,12,0.53
2481362,43.744582,-79.479316,194.8,0.02,243.0,-0.77,0.0,243.0,12,0.53
2482604,43.744582,-79.479316,194.8,0.02,243.0,-0.71,0.0,243.0,12,0.53
2483642,43.744583,-79.479317,194.5,0.02,243.0,-0.65,0.0,243.0,12,0.53
2484682,43.744583,-79.479317,194.3,0.02,243.0,-0.59,0.0,243.0,12,0.53
2485720,43.744584,-79.479318,194.1,0.04,243.0,-0.53,0.0,243.0,12,0.53
2486758,43.744584,-79.479318,194.0,0.0,243.0,-0.48,0.0,243.0,12,0.53
2488059,43.744585,-79.479318,193.9,0.0,243.0,-0.42,0.0,243.0,12,0.53
2489367,43.744585,-79.479318,193.9,0.0,243.0,-0.36,0.0,243.0,12,0.53
2490603,43.744585,-79.479318,193.9,0.0,243.0,-0.3,0.0,243.0,12,0.53
2491641,43.744585,-79.479319,193.8,0.0,3.0,-0.24,0.0,3.0,12,0.53
2492679,43.744585,-79.47932,193.8,0.02,3.0,-0.18,0.0,3.0,12,0.53
2493719,43.744585,-79.47932,193.8,0.0,3.0,-0.12,0.0,3.0,12,0.54
2494757,43.744585,-79.47932,193.8,0.02,3.0,-0.06,0.0,3.0,12,0.54
2496038,43.744585,-79.47932,193.8,0.0,3.0,0.0,0.0,3.0,12,0.53
2497329,43.744585,-79.47932,193.8,0.0,3.0,0.06,0.0,3.0,12,0.53
2498601,43.744585,-79.47932,193.8,0.0,3.0,0.12,0.0,3.0,12,0.53
2499639,43.744585,-79.479321,193.7,0.02,22.0,0.18,0.0,22.0,12,0.54
2500677,43.744585,-79.47932,193.6,0.04,22.0,0.24,0.0,22.0,12,0.54
2501715,43.744585,-79.47932,193.6,0.0,22.0,0.3,0.0,22.0,12,0.54
2502753,43.744584,-79.479319,193.5,0.02,22.0,0.36,0.0,22.0,12,0.53
2504058,43.744585,-79.479318,193.4,0.02,22.0,0.42,0.0,22.0,12,0.53
2505385,43.744585,-79.479318,193.4,0.02,22.0,0.48,0.0,22.0,12,0.53
2506605,43.744584,-79.479318,193.4,0.02,22.0,0.54,0.0,22.0,12,0.53
2507643,43.744584,-79.479318,193.1,0.04,22.0,0.6,0.0,22.0,12,0.53
2508681,43.744584,-79.479319,193.1,0.0,22.0,0.66,0.0,22.0,12,0.53
2509719,43.744584,-79.479319,193.0,0.02,22.0,0.72,0.0,22.0,12,0.53
2510757,43.744584,-79.47932,193.0,0.02,22.0,0.77,0.0,22.0,12,0.53
2512094,43.744584,-79.479321,192.9,0.02,22.0,0.83,0.0,22.0,12,0.54
2513369,43.744584,-79.479321,192.9,0.02,22.0,0.89,0.0,22.0,12,0.54
2514605,43.744584,-79.479321,192.9,0.02,22.0,0.95,0.0,22.0,12,0.54
2515641,43.744584,-79.479323,192.5,0.02,22.0,1.0,0.0,22.0,12,0.57
2516677,43.744584,-79.479324,192.4,0.02,22.0,1.06,0.0,22.0,12,0.57
2517713,43.744583,-79.479325,192.3,0.02,22.0,1.12,0.0,22.0,12,0.57
2518749,43.744583,-79.479325,192.3,0.0,22.0,1.17,0.0,22.0,12,0.57
2520008,43.744583,-79.479325,192.3,0.04,22.0,1.23,0.0,22.0,12,0.57
2521248,43.744583,-79.479325,192.3,0.04,22.0,1.28,0.0,22.0,12,0.57
2522526,43.744583,-79.479325,192.3,0.04,22.0,1.33,0.0,22.0,12,0.57
2523611,43.744582,-79.479326,192.0,0.06,22.0,1.39,0.0,22.0,12,0.57
2524649,43.744582,-79.479326,192.0,0.02,22.0,1.44,0.0,22.0,12,0.57
2525685,43.744582,-79.479326,192.0,0.0,22.0,1.49,0.0,22.0,12,0.57
2526721,43.744582,-79.479326,191.9,0.0,22.0,1.54,0.0,22.0,12,0.57
2527757,43.744582,-79.479326,191.8,0.06,22.0,1.6,0.0,22.0,12,0.57
2529001,43.744583,-79.479326,191.6,0.02,22.0,1.65,0.0,22.0,12,0.57
2530346,43.744583,-79.479326,191.6,0.02,22.0,1.7,0.0,22.0,12,0.57
2531595,43.744583,-79.479326,191.6,0.02,22.0,1.75,0.0,22.0,12,0.57
2532631,43.744582,-79.479324,191.3,0.02,22.0,1.79,0.0,22.0,12,0.58
2533667,43.744582,-79.479324,191.2,0.02,22.0,1.84,0.0,22.0,12,0.58
2534714,43.744582,-79.479324,191.1,0.02,22.0,1.89,0.0,22.0,12,0.58
2535752,43.744582,-79.479325,191.0,0.02,22.0,1.93,0.0,22.0,12,0.57
2537033,43.744582,-79.479326,190.9,0.02,22.0,1.98,0.0,22.0,12,0.57
2538357,43.744582,-79.479326,190.9,0.02,22.0,2.02,0.0,22.0,12,0.57
2539567,43.744582,-79.479326,190.9,0.02,22.0,2.07,0.0,22.0,12,0.57
2540616,43.744582,-79.47933,190.9,0.0,3.0,2.11,0.0,3.0,12,0.57
2541652,43.744583,-79.479331,190.9,0.0,3.0,2.15,0.0,3.0,12,0.57
2542688,43.744583,-79.479332,190.9,0.02,3.0,2.19,0.0,3.0,12,0.58
2543724,43.744584,-79.479333,190.8,0.04,3.0,2.24,0.0,3.0,12,0.58
2544772,43.744584,-79.479334,190.7,0.02,3.0,2.27,0.0,3.0,12,0.58
2546007,43.744585,-79.479336,190.6,0.04,3.0,2.31,0.0,3.0,12,0.58
2547307,43.744585,-79.479336,190.6,0.04,3.0,2.35,0.0,3.0,12,0.58
2548584,43.744585,-79.479336,190.6,0.04,3.0,2.39,0.0,3.0,12,0.58
2549621,43.744585,-79.479337,190.3,0.0,3.0,2.42,0.0,3.0,12,0.57
2550657,43.744585,-79.479337,190.3,0.02,3.0,2.46,0.0,3.0,12,0.57
2551693,43.744585,-79.479338,190.3,0.0,3.0,2.49,0.0,3.0,12,0.57
2552729,43.744585,-79.479338,190.4,0.0,3.0,2.53,0.0,3.0,12,0.57
2553789,43.744585,-79.479338,190.4,0.0,3.0,2.56,0.0,3.0,12,0.57
2555071,43.744585,-79.479338,190.6,0.0,3.0,2.59,0.0,3.0,12,0.57
2556367,43.744585,-79.479338,190.6,0.0,3.0,2.62,0.0,3.0,12,0.57
2557608,43.744585,-79.479338,190.6,0.0,3.0,2.65,0.0,3.0,12,0.57
2558644,43.744582,-79.479334,190.5,0.0,3.0,2.67,0.0,3.0,12,0.57
2559680,43.744581,-79.479333,190.4,0.0,3.0,2.7,0.0,3.0,12,0.57
2560716,43.74458,-79.479333,190.6,0.0,3.0,2.73,0.0,3.0,12,0.57
2561752,43.74458,-79.479333,190.6,0.0,3.0,2.75,0.0,3.0,12,0.57
2563026,43.744579,-79.479334,190.9,0.0,3.0,2.77,0.0,3.0,12,0.57
2564316,43.744579,-79.479334,190.9,0.0,3.0,2.8,0.0,3.0,12,0.57
2565549,43.744579,-79.479334,190.9,0.0,3.0,2.82,0.0,3.0,12,0.57
2566614,43.744579,-79.479336,191.1,0.04,35.0,2.84,0.0,35.0,12,0.57
2567650,43.744579,-79.479337,191.2,0.04,35.0,2.86,0.0,35.0,12,0.57
2568686,43.744578,-79.479337,191.2,0.02,35.0,2.87,0.0,35.0,12,0.57
2569722,43.744578,-79.479337,191.1,0.0,35.0,2.89,0.0,35.0,12,0.57
2570759,43.744577,-79.479337,191.1,0.0,35.0,2.91,0.0,35.0,12,0.57
2571990,43.744575,-79.479336,191.1,0.0,35.0,2.92,0.0,35.0,12,0.57
2573249,43.744575,-79.479336,191.1,0.0,35.0,2.93,0.0,35.0,12,0.57
2574529,43.744575,-79.479336,191.1,0.0,35.0,2.95,0.0,35.0,12,0.57
2575611,43.744574,-79.479337,191.5,0.02,35.0,2.96,0.0,35.0,12,0.57
2576649,43.744573,-79.479337,191.6,0.0,35.0,2.97,0.0,35.0,12,0.57
2577685,43.744573,-79.479337,191.8,0.04,35.0,2.97,0.0,35.0,12,0.57
2578721,43.744574,-79.479337,191.9,0.06,35.0,2.98,0.0,35.0,12,0.57
2579757,43.744574,-79.479336,192.1,0.0,35.0,2.99,0.0,35.0,12,0.57
2581019,43.744574,-79.479336,192.4,0.02,35.0,2.99,0.0,35.0,12,0.57
2582267,43.744574,-79.479336,192.4,0.02,35.0,3.0,0.0,35.0,12,0.57
2583553,43.744574,-79.479336,192.4,0.02,35.0,3.0,0.0,35.0,12,0.57
2584613,43.744572,-79.479332,192.1,0.06,35.0,3.0,0.0,35.0,12,0.57
2585649,43.744572,-79.479332,192.2,0.02,35.0,3.0,0.0,35.0,12,0.57
2586687,43.744572,-79.479332,192.3,0.06,35.0,3.0,0.0,35.0,12,0.59
2587723,43.744572,-79.479332,192.4,0.02,35.0,3.0,0.0,35.0,12,0.58
2588759,43.744573,-79.479332,192.6,0.02,35.0,2.99,0.0,35.0,12,0.57
2590123,43.744573,-79.479332,192.8,0.0,35.0,2.99,0.0,35.0,12,0.57
2591363,43.744573,-79.479332,192.8,0.0,35.0,2.98,0.0,35.0,12,0.57
2592593,43.744573,-79.479332,192.8,0.0,35.0,2.97,0.0,35.0,12,0.57
2593629,43.744573,-79.479334,193.1,0.0,3.0,2.97,0.0,3.0,12,0.57
2594665,43.744573,-79.479335,193.1,0.06,3.0,2.96,0.0,3.0,12,0.57
2595701,43.744573,-79.479336,193.2,0.0,3.0,2.95,0.0,3.0,12,0.57
2596739,43.744573,-79.479336,193.3,0.04,3.0,2.93,0.0,3.0,12,0.57
2597880,43.744573,-79.479337,193.2,0.04,3.0,2.92,0.0,3.0,12,0.57
2599132,43.744573,-79.479338,192.9,0.04,3.0,2.91,0.0,3.0,12,0.57
2600410,43.744573,-79.479338,192.9,0.04,3.0,2.89,0.0,3.0,12,0.57
2601601,43.744573,-79.479338,192.9,0.02,3.0,2.87,0.0,3.0,12,0.57
2602637,43.744573,-79.479338,192.6,0.02,3.0,2.86,0.0,3.0,12,0.57
2603673,43.744573,-79.479339,192.6,0.02,3.0,2.84,0.0,3.0,12,0.57
